Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-125,Residence Hall Association, Main Office,513-556-0048,45,,STRATFORDHTS,513-861-6816,http://www.uc.edu/resed/involvement/hallgovtrha.html,, ,TRUE,1,Residence Hall Association  Main Office,Residence Hall Association  Main Office, ,513-556-0048,,45,45,,0,,,STRATFORDHTS,STRATFORDHTS,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/resed/involvement/hallgovtrha.html,http://www.uc.edu/resed/involvement/hallgovtrha.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-213,Calhoun Hall (Residence Hall),513-556-8596,45,LOBBY,CALHOUN,513-861-6816,http://www.uc.edu/uchousing/residence_halls/calhoun.html,UCHousing@uc.edu,, ,,0,Calhoun Hall (Residence Hall),, ,513-556-8596,,45,45,,LOBBY,LOBBY,,CALHOUN,CALHOUN,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/uchousing/residence_halls/calhoun.html,http://www.uc.edu/uchousing/residence_halls/calhoun.html,,UCHousing@uc.edu,UCHousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-209,Dabney Hall (Residence Hall),513-556-6484,45,LOBBY,DABNEY,513-861-6816,http://www.uc.edu/uchousing/residence_halls/dabney.html,UCHousing@uc.edu,, ,,0,Dabney Hall (Residence Hall),, ,513-556-6484,,45,45,,LOBBY,LOBBY,,DABNEY,DABNEY,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/uchousing/residence_halls/dabney.html,http://www.uc.edu/uchousing/residence_halls/dabney.html,,UCHousing@uc.edu,UCHousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-202,Daniels Hall (Residence Hall),513-556-0676,45,LOBBY,DANIELS,513-861-6816,http://www.uc.edu/uchousing/residence_halls/daniels.html,UCHousing@uc.edu,, ,,0,Daniels Hall (Residence Hall),, ,513-556-0676,,45,45,,LOBBY,LOBBY,,DANIELS,DANIELS,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/uchousing/residence_halls/daniels.html,http://www.uc.edu/uchousing/residence_halls/daniels.html,,UCHousing@uc.edu,UCHousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-234,Jefferson Residence Hall (Turner or Schneider),513-556-3925,45,Lobby,TURNER,513-861-6816,http://www.uc.edu/uchousing/residence_halls.html,UCHousing@uc.edu,, ,,0,Jefferson Residence Hall (Turner or Schneider),, ,513-556-3925,,45,45,,Lobby,Lobby,,TURNER,TURNER,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/uchousing/residence_halls.html,http://www.uc.edu/uchousing/residence_halls.html,,UCHousing@uc.edu,UCHousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-214,Morgens Hall (Residence Hall),513-556-7500,45,,MORGENS,,http://www.uc.edu/uchousing/residence_halls/morgens-hall.html,UCHousing@uc.edu,, ,,0,Morgens Hall (Residence Hall),, ,513-556-7500,,45,45,,0,,,MORGENS,MORGENS,,TRUE,,0,,,http://www.uc.edu/uchousing/residence_halls/morgens-hall.html,http://www.uc.edu/uchousing/residence_halls/morgens-hall.html,,UCHousing@uc.edu,UCHousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10163-001,Resident Education & Development,513-556-6476,45,7,STRATFORDHTS,513-861-6816,http://www.uc.edu/resed.html,Resdev@uc.edu,, ,,0,Resident Education & Development,, ,513-556-6476,,45,45,,7,7,,STRATFORDHTS,STRATFORDHTS,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/resed.html,http://www.uc.edu/resed.html,,Resdev@uc.edu,Resdev@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-207,Housing & Food Services,513-556-6461,45,2ndFl,SCIOTO,513-861-6816,http://www.uc.edu/housing/,UChousing@uc.edu,, ,,0,Housing & Food Services,, ,513-556-6461,,45,45,,2ndFl,2ndFl,,SCIOTO,SCIOTO,,TRUE,,513-861-6816,513-861-6816,,http://www.uc.edu/housing/,http://www.uc.edu/housing/,,UChousing@uc.edu,UChousing@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10007-007,Family & Community Medicine, Residency Program (MED),513-721-2221,582,,CHRIST,513-345-6665,http://www.familymedicine.uc.edu/education/residency.aspx,, ,TRUE,1,Family & Community Medicine  Residency Program (MED),Family & Community Medicine  Residency Program (MED), ,513-721-2221,,582,582,,0,,,CHRIST,CHRIST,,TRUE,,513-345-6665,513-345-6665,,http://www.familymedicine.uc.edu/education/residency.aspx,http://www.familymedicine.uc.edu/education/residency.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10066-003,Residency Program, Neurology (MED),513-558-2968,525,2300,STETSON,513-558-4887,http://www.med.uc.edu/neurology/education/residency.aspx,, ,TRUE,1,Residency Program  Neurology (MED),Residency Program  Neurology (MED), ,513-558-2968,,525,525,,2300,2300,,STETSON,STETSON,,TRUE,,513-558-4887,513-558-4887,,http://www.med.uc.edu/neurology/education/residency.aspx,http://www.med.uc.edu/neurology/education/residency.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10081-005,Anesthesiology, Residency Training (MED),513-558-6356,531,3212,MSB,513-558-0995,http://med.uc.edu/anesth/residency,, ,TRUE,1,Anesthesiology  Residency Training (MED),Anesthesiology  Residency Training (MED), ,513-558-6356,,531,531,,3212,3212,,MSB,MSB,,TRUE,,513-558-0995,513-558-0995,,http://med.uc.edu/anesth/residency,http://med.uc.edu/anesth/residency,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10050-011,Residency Training (Psychiatry)(MED),513-558-5190,559,3230,STETSON,513-558-3477,,,, ,,0,Residency Training (Psychiatry)(MED),, ,513-558-5190,,559,559,,3230,3230,,STETSON,STETSON,,TRUE,,513-558-3477,513-558-3477,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10132-022,Respiratory Therapy (CAHS),513-558-3515,394,371,FRENCH-EAST,,http://cahs.uc.edu/departments/dads/programs/respiratorytherapy/about.aspx,,, ,,0,Respiratory Therapy (CAHS),, ,513-558-3515,,394,394,,371,371,,FRENCH-EAST,FRENCH-EAST,,TRUE,,0,,,http://cahs.uc.edu/departments/dads/programs/respiratorytherapy/about.aspx,http://cahs.uc.edu/departments/dads/programs/respiratorytherapy/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-071, Kingsgate Conference Center (Restaurant) - Caminetto,513-487-3800,664,,KINGSGATE,513-487-3810,http://www.uc.edu/kingsgate/restaurant_lounge.html,kingsgatemarriott.com,, ,,0, Kingsgate Conference Center (Restaurant) - Caminetto,, ,513-487-3800,,664,664,,0,,,KINGSGATE,KINGSGATE,,TRUE,,513-487-3810,513-487-3810,,http://www.uc.edu/kingsgate/restaurant_lounge.html,http://www.uc.edu/kingsgate/restaurant_lounge.html,,kingsgatemarriott.com,kingsgatemarriott.com
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-027,Retirement (Human Resources),513-556-6381,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/faqs/benefits/retirement.html,hronestop@uc.edu,, ,,0,Retirement (Human Resources),, ,513-556-6381,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/faqs/benefits/retirement.html,http://www.uc.edu/hr/faqs/benefits/retirement.html,,hronestop@uc.edu,hronestop@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10114-009,Immunology, Allergy and Rheumatology (Internal Med),513-558-4701,563,7409,MSB,513-558-3799,http://intmed.uc.edu/divisions/allergyrheumatology/about.aspx,, ,TRUE,1,Immunology  Allergy and Rheumatology (Internal Med),Immunology  Allergy and Rheumatology (Internal Med), ,513-558-4701,,563,563,,7409,7409,,MSB,MSB,,TRUE,,513-558-3799,513-558-3799,,http://intmed.uc.edu/divisions/allergyrheumatology/about.aspx,http://intmed.uc.edu/divisions/allergyrheumatology/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10134-023,Ohio Innocence Project (LAW),513-556-0752,40,2M16,LAW,513-556-0702,http://www.law.uc.edu/oip,,, ,,0,Ohio Innocence Project (LAW),, ,513-556-0752,,40,40,,2M16,2M16,,LAW,LAW,,TRUE,,513-556-0702,513-556-0702,,http://www.law.uc.edu/oip,http://www.law.uc.edu/oip,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10072-001,Risk Management & Insurance,513-584-5042,785,118,UCMC-MTREID,513-584-5559,http://www.uc.edu/infosec/services/riskmgmt.html,,, ,,0,Risk Management & Insurance,, ,513-584-5042,,785,785,,118,118,,UCMC-MTREID,UCMC-MTREID,,TRUE,,513-584-5559,513-584-5559,,http://www.uc.edu/infosec/services/riskmgmt.html,http://www.uc.edu/infosec/services/riskmgmt.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10130-014,RN to BSN (CoN),513-558-5213,38,260-E,PROCTER,513-558-5269,http://nursing.uc.edu/academic_programs/rn_to_bsn/faq.html,,, ,,0,RN to BSN (CoN),, ,513-558-5213,,38,38,,260-E,260-E,,PROCTER,PROCTER,,TRUE,,513-558-5269,513-558-5269,,http://nursing.uc.edu/academic_programs/rn_to_bsn/faq.html,http://nursing.uc.edu/academic_programs/rn_to_bsn/faq.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10045-001,Law Library,513-556-0163,142,3rdFl,LAW,513-556-6265,http://www.law.uc.edu/library/,,, ,,0,Law Library,, ,513-556-0163,,142,142,,3rdFl,3rdFl,,LAW,LAW,,TRUE,,513-556-6265,513-556-6265,,http://www.law.uc.edu/library/,http://www.law.uc.edu/library/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-035,Romance Languages and Literatures (A&S),513-556-1950,377,712,OLDCHEM,513-556-2577,http://www.artsci.uc.edu/departments/rll.html,,, ,,0,Romance Languages and Literatures (A&S),, ,513-556-1950,,377,377,,712,712,,OLDCHEM,OLDCHEM,,TRUE,,513-556-2577,513-556-2577,,http://www.artsci.uc.edu/departments/rll.html,http://www.artsci.uc.edu/departments/rll.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-048,Facilities Scheduling (AHC),513-558-4186,574,E005L,MSB,513-558-2199,http://www.libraries.uc.edu/hsl,,, ,,0,Facilities Scheduling (AHC),, ,513-558-4186,,574,574,,E005L,E005L,,MSB,MSB,,TRUE,,513-558-2199,513-558-2199,,http://www.libraries.uc.edu/hsl,http://www.libraries.uc.edu/hsl,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10023-001, Army - ROTC,513-556-3660,44,1100P,CALHONGR,513-556-1500,http://www.uc.edu/armyrotc/,armyrotc@uc.edu,, ,,0, Army - ROTC,, ,513-556-3660,,44,44,,1100P,1100P,,CALHONGR,CALHONGR,,TRUE,,513-556-1500,513-556-1500,,http://www.uc.edu/armyrotc/,http://www.uc.edu/armyrotc/,,armyrotc@uc.edu,armyrotc@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-012,Rowe Loan Fund (Human Resources),513-556-6381,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/faqs/benefits/rowe.html,hronestop@uc.edu,, ,,0,Rowe Loan Fund (Human Resources),, ,513-556-6381,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/faqs/benefits/rowe.html,http://www.uc.edu/hr/faqs/benefits/rowe.html,,hronestop@uc.edu,hronestop@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10014-003,HEALTH-UC,937-378-4171,,,,(937)378-4172,http://www.health.uc.edu/ahec,HEALTHUC@UC.Edu,, ,,0,HEALTH-UC,, ,937-378-4171,,0,,,0,,,0,,,FALSE,,(937)378-4172,(937)378-4172,,http://www.health.uc.edu/ahec,http://www.health.uc.edu/ahec,,HEALTHUC@UC.Edu,HEALTHUC@UC.Edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10018-001,Alumni Affairs,513-556-4344,24,,ALUMNICTR,513-556-3011,http://www.uc.edu/alumni.html,alumni.association@uc.edu,, ,,0,Alumni Affairs,, ,513-556-4344,,24,24,,0,,,ALUMNICTR,ALUMNICTR,,TRUE,,513-556-3011,513-556-3011,,http://www.uc.edu/alumni.html,http://www.uc.edu/alumni.html,,alumni.association@uc.edu,alumni.association@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10154-005,Quality Assurance, Hoxworth,513-558-1259,55,4029,HOXWORTH,513-558-1279,,, ,TRUE,1,Quality Assurance  Hoxworth,Quality Assurance  Hoxworth, ,513-558-1259,,55,55,,4029,4029,,HOXWORTH,HOXWORTH,,TRUE,,513-558-1279,513-558-1279,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-102,LGBTQ Center,513-556-4329,173,565,STEGER,513-556-4481,http://www.uc.edu/lgbtq.html,,, ,,0,LGBTQ Center,, ,513-556-4329,,173,173,,565,565,,STEGER,STEGER,,TRUE,,513-556-4481,513-556-4481,,http://www.uc.edu/lgbtq.html,http://www.uc.edu/lgbtq.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-131, Academics - PACE (Professionalism, Character Experiences)(CLER),513-732-5221,162,18,CLERJONES,513-732-5303,,, ,TRUE,1, Academics - PACE (Professionalism  Character Experiences)(CLER), Academics - PACE (Professionalism  Character Experiences)(CLER), ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10076-008,Professional Assessment and Learning (PAL)(Professional Practice),513-556-2667,115,8thFl,STEGER,513-556-5061,http://www.uc.edu/webapps/propractice/pal/,,, ,,0,Professional Assessment and Learning (PAL)(Professional Practice),, ,513-556-2667,,115,115,,8thFl,8thFl,,STEGER,STEGER,,TRUE,,513-556-5061,513-556-5061,,http://www.uc.edu/webapps/propractice/pal/,http://www.uc.edu/webapps/propractice/pal/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-124,Paralegal Certificate (CLER),513-732-5319,162,100,CLERSTUSVCS,513-732-5303,http://www.ucclermont.edu/paralegal.html,,, ,,0,Paralegal Certificate (CLER),, ,513-732-5319,,162,162,,100,100,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-5303,513-732-5303,,http://www.ucclermont.edu/paralegal.html,http://www.ucclermont.edu/paralegal.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-135,Paralegal Studies Program (CECH),513-556-1819,389,665,DYER,,http://cech.uc.edu/programs/paralegal.html,,, ,,0,Paralegal Studies Program (CECH),, ,513-556-1819,,389,389,,665,665,,DYER,DYER,,TRUE,,0,,,http://cech.uc.edu/programs/paralegal.html,http://cech.uc.edu/programs/paralegal.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-118,Emergency Medical Services Certificate (CLER),513-732-5339,161,145,CLERUCEAST1,513-732-1525,http://www.ucclermont.edu/academics/gainful-employment-disclosure/EMS.html,,, ,,0,Emergency Medical Services Certificate (CLER),, ,513-732-5339,,161,161,,145,145,,CLERUCEAST1,CLERUCEAST1,,TRUE,,513-732-1525,513-732-1525,,http://www.ucclermont.edu/academics/gainful-employment-disclosure/EMS.html,http://www.ucclermont.edu/academics/gainful-employment-disclosure/EMS.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-301,Parking Services,513-556-2283,624,1400,EDWARDS4,513-556-2008,http://www.uc.edu/parking/,parking@uc.edu,, ,,0,Parking Services,, ,513-556-2283,,624,624,,1400,1400,,EDWARDS4,EDWARDS4,,TRUE,,513-556-2008,513-556-2008,,http://www.uc.edu/parking/,http://www.uc.edu/parking/,,parking@uc.edu,parking@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-113,Parking Services (CLER),513-732-5227,162,145,CLERSTUSVCS,513-732-8972,http://www.ucclermont.edu/about/CampusInformation/Parking.html,,, ,,0,Parking Services (CLER),, ,513-732-5227,,162,162,,145,145,,CLERSTUSVCS,CLERSTUSVCS,,TRUE,,513-732-8972,513-732-8972,,http://www.ucclermont.edu/about/CampusInformation/Parking.html,http://www.ucclermont.edu/about/CampusInformation/Parking.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10066-011,Parkinson's & Other Movement Disorders (Neurology)(MED),513-558-4050,525,2300,STETSON,513-558-4305,http://www.med.uc.edu/neurology/specialties/overview/parkinsons.aspx,,, ,,0,Parkinson's & Other Movement Disorders (Neurology)(MED),, ,513-558-4050,,525,525,,2300,2300,,STETSON,STETSON,,TRUE,,513-558-4305,513-558-4305,,http://www.med.uc.edu/neurology/specialties/overview/parkinsons.aspx,http://www.med.uc.edu/neurology/specialties/overview/parkinsons.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-102,Partner for Achieving School Success (PASS)(CECH),513-556-3077,2,280,DYER,513-556-1037,http://www.uc.edu/cechpass.html,robert.suess@uc.edu,, ,,0,Partner for Achieving School Success (PASS)(CECH),, ,513-556-3077,,2,2,,280,280,,DYER,DYER,,TRUE,,513-556-1037,513-556-1037,,http://www.uc.edu/cechpass.html,http://www.uc.edu/cechpass.html,,robert.suess@uc.edu,robert.suess@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10090-001,Pathology and Laboratory Medicine (MED),513-584-7284,529,110,HEALTH-UC,513-584-3892,http://pathology.uc.edu/,,, ,,0,Pathology and Laboratory Medicine (MED),, ,513-584-7284,,529,529,,110,110,,HEALTH-UC,HEALTH-UC,,TRUE,,513-584-3892,513-584-3892,,http://pathology.uc.edu/,http://pathology.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10165-033,Cincinnati Pathways (Transfer & Lifelong Learning Center),513-556-2247,91,440,UNIVPAV,513-556-1105,http://admissions.uc.edu/transfer/pathways.html,transfer@uc.edu,, ,,0,Cincinnati Pathways (Transfer & Lifelong Learning Center),, ,513-556-2247,,91,91,,440,440,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1105,513-556-1105,,http://admissions.uc.edu/transfer/pathways.html,http://admissions.uc.edu/transfer/pathways.html,,transfer@uc.edu,transfer@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10046-022,Payment Card Industry Compliance (Treasurer),513-556-4793,641,500,UNIVHALL,513-556-2504,http://www.uc.edu/af/treasurer/pcicompliance.html,,, ,,0,Payment Card Industry Compliance (Treasurer),, ,513-556-4793,,641,641,,500,500,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2504,513-556-2504,,http://www.uc.edu/af/treasurer/pcicompliance.html,http://www.uc.edu/af/treasurer/pcicompliance.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10046-027,Payroll Operations,513-556-2451,1,3rdFl,UNIVHALL,513-556-0242,,,, ,,0,Payroll Operations,, ,513-556-2451,,1,1,,3rdFl,3rdFl,,UNIVHALL,UNIVHALL,,TRUE,,513-556-0242,513-556-0242,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10071-001,PDC (Planning + Design + Construction),513-556-1933,186,6thFl,UNIVHALL,513-556-2216,http://www.uc.edu/af/pdc/campus_planning.html,,, ,,0,PDC (Planning + Design + Construction),, ,513-556-1933,,186,186,,6thFl,6thFl,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2216,513-556-2216,,http://www.uc.edu/af/pdc/campus_planning.html,http://www.uc.edu/af/pdc/campus_planning.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10062-005,Pediatric and Adolescent Gynecology(OB/GYN)(MED),513-636-2911,526,,,513-636-8844,http://www.med.uc.edu/obgyn/divisions/peds/about.aspx,,, ,,0,Pediatric and Adolescent Gynecology(OB/GYN)(MED),, ,513-636-2911,,526,526,,0,,,0,,,TRUE,,513-636-8844,513-636-8844,,http://www.med.uc.edu/obgyn/divisions/peds/about.aspx,http://www.med.uc.edu/obgyn/divisions/peds/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10066-012,Pediatric Neurology (MED),513-636-4222,525,2300,STETSON,513-558-4887,http://www.med.uc.edu/neurology/specialties/overview/pediatric.aspx,,, ,,0,Pediatric Neurology (MED),, ,513-636-4222,,525,525,,2300,2300,,STETSON,STETSON,,TRUE,,513-558-4887,513-558-4887,,http://www.med.uc.edu/neurology/specialties/overview/pediatric.aspx,http://www.med.uc.edu/neurology/specialties/overview/pediatric.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10125-010,Pediatric Neurosurgery,513-803-4224,2016,,CCHMC,513-636-2808,http://med.uc.edu/Neurosurgery/divisions/pediatric.aspx,,, ,,0,Pediatric Neurosurgery,, ,513-803-4224,,2016,2016,,0,,,CCHMC,CCHMC,,TRUE,,513-636-2808,513-636-2808,,http://med.uc.edu/Neurosurgery/divisions/pediatric.aspx,http://med.uc.edu/Neurosurgery/divisions/pediatric.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10107-001,Cincinnati Children's Hospital Medical Center (CCHMC),513-636-4200,54,,CCHMC,,http://www.cincinnatichildrens.org/,,, ,,0,Cincinnati Children's Hospital Medical Center (CCHMC),, ,513-636-4200,,54,54,,0,,,CCHMC,CCHMC,,TRUE,,0,,,http://www.cincinnatichildrens.org/,http://www.cincinnatichildrens.org/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-042,Percussion (CCM),513-556-9417,3,1371,CORBETT,513-556-3399,http://ccm.uc.edu/music/woodwinds_brass_perc.html,,, ,,0,Percussion (CCM),, ,513-556-9417,,3,3,,1371,1371,,CORBETT,CORBETT,,TRUE,,513-556-3399,513-556-3399,,http://ccm.uc.edu/music/woodwinds_brass_perc.html,http://ccm.uc.edu/music/woodwinds_brass_perc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-075,Performance Management (CCM),513-556-9460,3,382,CORBETT,,,,, ,,0,Performance Management (CCM),, ,513-556-9460,,3,3,,382,382,,CORBETT,CORBETT,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-015,Performance Studies (CCM),513-556-3442,3,331,DVAC,513-556-2698,http://ccm.uc.edu/music.html,,, ,,0,Performance Studies (CCM),, ,513-556-3442,,3,3,,331,331,,DVAC,DVAC,,TRUE,,513-556-2698,513-556-2698,,http://ccm.uc.edu/music.html,http://ccm.uc.edu/music.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10018-009, Alumni Affairs - Perks and Discounts,513-556-4344,24,,ALUMNICTR,513-556-3011,http://www.uc.edu/alumni/resources/perks.html,alumni.association@uc.edu,, ,,0, Alumni Affairs - Perks and Discounts,, ,513-556-4344,,24,24,,0,,,ALUMNICTR,ALUMNICTR,,TRUE,,513-556-3011,513-556-3011,,http://www.uc.edu/alumni/resources/perks.html,http://www.uc.edu/alumni/resources/perks.html,,alumni.association@uc.edu,alumni.association@uc.edu
